[750.07, 246, 4909.99, 52, 0, 8, 8, 0, 10, 4.59, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 2, 2, 5.966, 3.355, 0.111]
[1136.09, 372, 7818.39, 79, 0, 12, 12, 0, 15, 6.76, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 0, 0, 0, 0, 0, 0, 26, 2, 3, 5.695, 3.689, 0.061]
[1522.12, 498, 11240.37, 106, 0, 16, 16, 0, 20, 8.93, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 4, 0, 0, 0, 0, 0, 0, 26, 2, 4, 5.537, 3.882, 0.04]
[774.07, 254, 5443.88, 54, 0, 8, 8, 0, 10, 4.59, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 26, 4, 2, 5.918, 3.414, 0.107]
[1184.09, 388, 8499.31, 83, 0, 12, 12, 0, 15, 6.77, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 0, 0, 0, 0, 0, 0, 26, 4, 3, 5.638, 3.753, 0.057]
[1594.12, 522, 12173.27, 112, 0, 16, 16, 0, 20, 8.94, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 4, 0, 0, 0, 0, 0, 0, 26, 4, 4, 5.479, 3.942, 0.043]
[798.07, 262, 5225.08, 56, 0, 8, 8, 0, 10, 4.59, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 4, 0, 0, 0, 0, 0, 0, 26, 6, 2, 5.886, 3.467, 0.106]
[1232.09, 404, 8952.83, 87, 0, 12, 12, 0, 15, 6.77, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 0, 0, 0, 0, 0, 0, 26, 6, 3, 5.602, 3.809, 0.061]
[1666.12, 546, 12841.14, 118, 0, 16, 16, 0, 20, 8.95, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 4, 0, 0, 0, 0, 0, 0, 26, 6, 4, 5.445, 3.998, 0.046]
[822.07, 270, 5434.41, 58, 0, 8, 8, 0, 10, 4.6, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 4, 0, 0, 0, 0, 0, 0, 26, 8, 2, 5.86, 3.513, 0.107]
[1280.09, 420, 9409.33, 91, 0, 12, 12, 0, 15, 6.78, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 0, 0, 0, 0, 0, 0, 26, 8, 3, 5.574, 3.859, 0.061]
[1738.12, 570, 13505.71, 124, 0, 16, 16, 0, 20, 8.96, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 4, 0, 0, 0, 0, 0, 0, 26, 8, 4, 5.419, 4.045, 0.049]
[1058.17, 358, 7120.78, 76, 0, 12, 12, 0, 14, 5.77, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26, 2, 2, 6.149, 3.685, 0.097]
[1598.25, 540, 12177.27, 115, 0, 18, 18, 0, 21, 8.53, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 2, 3, 5.906, 4.005, 0.055]
[2138.33, 722, 16181.2, 154, 0, 24, 24, 0, 28, 11.29, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26, 2, 4, 5.767, 4.193, 0.034]
[1082.17, 366, 7339.73, 78, 0, 12, 12, 0, 14, 5.77, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26, 4, 2, 6.098, 3.72, 0.095]
[1646.25, 556, 12190.51, 119, 0, 18, 18, 0, 21, 8.54, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 4, 3, 5.838, 4.042, 0.051]
[2210.33, 746, 16809.05, 160, 0, 24, 24, 0, 28, 11.3, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26, 4, 4, 5.693, 4.224, 0.036]
[1106.17, 374, 7564.8, 80, 0, 12, 12, 0, 14, 5.77, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26, 6, 2, 6.061, 3.758, 0.094]
[1694.25, 572, 12665.91, 123, 0, 18, 18, 0, 21, 8.54, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 6, 3, 5.793, 4.083, 0.055]
[2282.33, 770, 17537.24, 166, 0, 24, 24, 0, 28, 11.31, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26, 6, 4, 5.647, 4.263, 0.041]
[1130.17, 382, 7785.48, 82, 0, 12, 12, 0, 14, 5.78, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26, 8, 2, 6.03, 3.794, 0.092]
[1742.25, 588, 13143.53, 127, 0, 18, 18, 0, 21, 8.55, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 8, 3, 5.758, 4.119, 0.055]
[2354.33, 794, 18253.37, 172, 0, 24, 24, 0, 28, 11.32, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26, 8, 4, 5.612, 4.295, 0.045]
[1066.24, 366, 7149.07, 76, 4, 12, 12, 4, 14, 6.24, 0, 0, 0, 0, 0, 0, 0, 8, 4, 0, 8, 4, 0, 0, 0, 0, 0, 26, 2, 2, 5.514, 3.25, 0.069]
[1610.35, 552, 11689.52, 115, 6, 18, 18, 6, 21, 9.24, 0, 0, 0, 0, 0, 0, 0, 12, 6, 0, 12, 6, 0, 0, 0, 0, 0, 26, 2, 3, 5.325, 3.537, 0.041]
[2154.46, 738, 16469.62, 154, 8, 24, 24, 8, 28, 12.24, 0, 0, 0, 0, 0, 0, 0, 16, 8, 0, 16, 8, 0, 0, 0, 0, 0, 26, 2, 4, 5.21, 3.709, 0.027]
[1090.24, 374, 7481.9, 78, 4, 12, 12, 4, 14, 6.24, 0, 0, 0, 0, 0, 0, 0, 8, 4, 0, 8, 4, 0, 0, 0, 0, 0, 26, 4, 2, 5.48, 3.306, 0.071]
