Name, ExactMolWt, NumVE, HeavyAtom#, NHOH#, NOC#, NumHAcc#, NumHDo#, NumHeteroatoms, fr_Al_COO, fr_Al_OH, fr_Al_OH_noTert, fr_COO, fr_COO2, fr_C_O, fr_C_O_noCOO, fr_NH0, fr_NH1, fr_NH2, fr_allylic_oxid, fr_dihydropyridine, fr_methoxy, fr_nitrile, fr_nitro, fr_nitroso, fr_piperdine, MetalAN, #linker, #unit, IP, EA,  H-L gap
DHP_4_5 [2524.97, 926, 196, 20, 30, 30, 20, 30, 0, 0, 0, 0, 0, 0, 0, 10, 20, 0, 40, 10, 0, 0, 0, 0, 0, 4, 5, 5.13, 3.076, 0.734]
DHP_4_6 [3039.16, 1114, 236, 24, 36, 36, 24, 36, 0, 0, 0, 0, 0, 0, 0, 12, 24, 0, 48, 12, 0, 0, 0, 0, 0, 4, 6, 5.065, 3.192, 0.682]
DHP_4_7 [3553.35, 1302, 276, 28, 42, 42, 28, 42, 0, 0, 0, 0, 0, 0, 0, 14, 28, 0, 56, 14, 0, 0, 0, 0, 0, 4, 7, 5.015, 3.278, 0.65]
DHP_4_8 [4067.54, 1490, 316, 32, 48, 48, 32, 48, 0, 0, 0, 0, 0, 0, 0, 16, 32, 0, 64, 16, 0, 0, 0, 0, 0, 4, 8, 4.974, 3.344, 0.629]
DHP_4_9 [4581.73, 1678, 356, 36, 54, 54, 36, 54, 0, 0, 0, 0, 0, 0, 0, 18, 36, 0, 72, 18, 0, 0, 0, 0, 0, 4, 9, 4.94, 3.399, 0.615]
DHP_4_10 [5095.92, 1866, 396, 40, 60, 60, 40, 60, 0, 0, 0, 0, 0, 0, 0, 20, 40, 0, 80, 20, 0, 0, 0, 0, 0, 4, 10, 4.915, 3.446, 0.606]
DHP_6_2 [1006.4, 370, 78, 8, 12, 12, 8, 12, 0, 0, 0, 0, 0, 0, 0, 4, 8, 0, 16, 4, 0, 0, 0, 0, 0, 6, 2, 5.522, 2.586, 0.931]
DHP_6_3 [1544.59, 566, 120, 12, 18, 18, 12, 18, 0, 0, 0, 0, 0, 0, 0, 6, 12, 0, 24, 6, 0, 0, 0, 0, 0, 6, 3, 5.335, 2.767, 0.975]
DHP_6_4 [2082.78, 762, 162, 16, 24, 24, 16, 24, 0, 0, 0, 0, 0, 0, 0, 8, 16, 0, 32, 8, 0, 0, 0, 0, 0, 6, 4, 5.209, 3.014, 0.818]
DHP_6_5 [2620.97, 958, 204, 20, 30, 30, 20, 30, 0, 0, 0, 0, 0, 0, 0, 10, 20, 0, 40, 10, 0, 0, 0, 0, 0, 6, 5, 5.124, 3.167, 0.742]
