[642.228, 234, 4455.998, 50, 4, 8, 8, 4, 8, 3.238, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 8, 0, 0, 0, 0, 0, 0]
[974.334, 354, 7341.695, 76, 6, 12, 12, 6, 12, 4.736, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 12, 0, 0, 0, 0, 0, 0]
[1306.44, 474, 10369.087, 102, 8, 16, 16, 8, 16, 6.233, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 16, 0, 0, 0, 0, 0, 0]
[1638.547, 594, 13214.563, 128, 10, 20, 20, 10, 20, 7.731, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 20, 0, 0, 0, 0, 0, 0]
[1970.653, 714, 16037.757, 154, 12, 24, 24, 12, 24, 9.229, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 24, 0, 0, 0, 0, 0, 0]
[2302.759, 834, 18862.645, 180, 14, 28, 28, 14, 28, 10.726, 0, 0, 0, 0, 0, 0, 0, 14, 14, 0, 28, 0, 0, 0, 0, 0, 0]
[2634.865, 954, 21697.089, 206, 16, 32, 32, 16, 32, 12.224, 0, 0, 0, 0, 0, 0, 0, 16, 16, 0, 32, 0, 0, 0, 0, 0, 0]
[2966.971, 1074, 24544.028, 232, 18, 36, 36, 18, 36, 13.722, 0, 0, 0, 0, 0, 0, 0, 18, 18, 0, 36, 0, 0, 0, 0, 0, 0]
[3299.078, 1194, 27404.485, 258, 20, 40, 40, 20, 40, 15.219, 0, 0, 0, 0, 0, 0, 0, 20, 20, 0, 40, 0, 0, 0, 0, 0, 0]
[666.228, 242, 4658.877, 52, 4, 8, 8, 4, 8, 3.241, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 8, 0, 0, 0, 0, 0, 0]
[1022.334, 370, 7783.238, 80, 6, 12, 12, 6, 12, 4.742, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 12, 0, 0, 0, 0, 0, 0]
[1378.44, 498, 10992.258, 108, 8, 16, 16, 8, 16, 6.244, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 16, 0, 0, 0, 0, 0, 0]
[1734.547, 626, 14048.731, 136, 10, 20, 20, 10, 20, 7.745, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 20, 0, 0, 0, 0, 0, 0]
[2090.653, 754, 17091.364, 164, 12, 24, 24, 12, 24, 9.246, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 24, 0, 0, 0, 0, 0, 0]
[2446.759, 882, 20140.956, 192, 14, 28, 28, 14, 28, 10.747, 0, 0, 0, 0, 0, 0, 0, 14, 14, 0, 28, 0, 0, 0, 0, 0, 0]
[2802.865, 1010, 23204.009, 220, 16, 32, 32, 16, 32, 12.248, 0, 0, 0, 0, 0, 0, 0, 16, 16, 0, 32, 0, 0, 0, 0, 0, 0]
[3158.971, 1138, 26282.692, 248, 18, 36, 36, 18, 36, 13.749, 0, 0, 0, 0, 0, 0, 0, 18, 18, 0, 36, 0, 0, 0, 0, 0, 0]
[3515.078, 1266, 29377.525, 276, 20, 40, 40, 20, 40, 15.25, 0, 0, 0, 0, 0, 0, 0, 20, 20, 0, 40, 0, 0, 0, 0, 0, 0]
[690.228, 250, 4868.368, 54, 4, 8, 8, 4, 8, 3.245, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 8, 0, 0, 0, 0, 0, 0]
[1070.334, 386, 8228.316, 84, 6, 12, 12, 6, 12, 4.749, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 12, 0, 0, 0, 0, 0, 0]
[1450.44, 522, 11635.062, 114, 8, 16, 16, 8, 16, 6.254, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 16, 0, 0, 0, 0, 0, 0]
[1830.547, 658, 14913.404, 144, 10, 20, 20, 10, 20, 7.758, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 20, 0, 0, 0, 0, 0, 0]
[2210.653, 794, 18185.258, 174, 12, 24, 24, 12, 24, 9.263, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 24, 0, 0, 0, 0, 0, 0]
[2590.759, 930, 21468.82, 204, 14, 28, 28, 14, 28, 10.767, 0, 0, 0, 0, 0, 0, 0, 14, 14, 0, 28, 0, 0, 0, 0, 0, 0]
[2970.865, 1066, 24769.443, 234, 16, 32, 32, 16, 32, 12.272, 0, 0, 0, 0, 0, 0, 0, 16, 16, 0, 32, 0, 0, 0, 0, 0, 0]
[3350.971, 1202, 28088.632, 264, 18, 36, 36, 18, 36, 13.776, 0, 0, 0, 0, 0, 0, 0, 18, 18, 0, 36, 0, 0, 0, 0, 0, 0]
[3731.078, 1338, 31426.46, 294, 20, 40, 40, 20, 40, 15.281, 0, 0, 0, 0, 0, 0, 0, 20, 20, 0, 40, 0, 0, 0, 0, 0, 0]
[714.228, 258, 5073.922, 56, 4, 8, 8, 4, 8, 3.248, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 8, 0, 0, 0, 0, 0, 0]
[1118.334, 402, 8676.759, 88, 6, 12, 12, 6, 12, 4.756, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 12, 0, 0, 0, 0, 0, 0]
[1522.44, 546, 12338.189, 120, 8, 16, 16, 8, 16, 6.264, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 16, 0, 0, 0, 0, 0, 0]
[1926.547, 690, 15858.062, 152, 10, 20, 20, 10, 20, 7.772, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 20, 0, 0, 0, 0, 0, 0]
[2330.653, 834, 19370.886, 184, 12, 24, 24, 12, 24, 9.28, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 24, 0, 0, 0, 0, 0, 0]
[2734.759, 978, 22896.411, 216, 14, 28, 28, 14, 28, 10.788, 0, 0, 0, 0, 0, 0, 0, 14, 14, 0, 28, 0, 0, 0, 0, 0, 0]
[3138.865, 1122, 26440.388, 248, 16, 32, 32, 16, 32, 12.295, 0, 0, 0, 0, 0, 0, 0, 16, 16, 0, 32, 0, 0, 0, 0, 0, 0]
[3542.971, 1266, 30004.403, 280, 18, 36, 36, 18, 36, 13.803, 0, 0, 0, 0, 0, 0, 0, 18, 18, 0, 36, 0, 0, 0, 0, 0, 0]
